pr,jira_key,sp,title,merged_at,days_open,comments,adoc_files,adoc_added,adoc_deleted,adoc_total,other_files,other_added,other_deleted,other_total,total_lines,new_adoc_files,assembly_files,image_files,commits
2006,RHDHBUGS-2640,3,[RHDHBUGS-2640]: Rename Integrating with GitHub to Integrating with your Git provider,2026-04-02,0.3,3,9,115,23,138,5,0,0,0,138,5,0,0,10
2005,,,[release-1.9-post-cqa] Improve CQA PR comment: full command and timestamp,2026-04-01,0.0,1,0,0,0,0,3,4,3,7,7,0,0,0,1
2004,,,Improve CQA PR comment: full command and timestamp,2026-04-01,0.0,5,0,0,0,0,3,4,3,7,7,0,0,0,1
2003,,,[release-1.9-post-cqa] Fix PR preview comment duplication,2026-04-01,0.0,1,0,0,0,0,1,35,17,52,52,0,0,0,1
2002,,,Fix PR preview comment duplication,2026-04-01,0.0,3,0,0,0,0,1,35,17,52,52,0,0,0,1
2000,,,[release-1.9-post-cqa] Fix CQA workflow: base branch diff and comment duplication,2026-04-01,0.0,1,0,0,0,0,2,9,3,12,12,0,0,0,1
1999,,,Fix CQA workflow: base branch diff and comment duplication,2026-04-01,0.0,4,0,0,0,0,2,9,3,12,12,0,0,0,1
1998,RHDHBUGS-2896,1,[release-1.9-post-cqa] [RHDHBUGS-2896]: Fix broken link to dynamic-plugins.default.yaml and orphaned upgrade module,2026-04-01,0.0,2,2,6,4,10,2,47,17,64,74,0,0,0,4
1997,RHIDP-12950,8,[release-1.9-post-cqa] [RHIDP-12950]: Rewrite CQA scripts from bash to Node.js ESM,2026-04-01,0.0,2,4,1,0,1,96,4914,7351,12265,12266,0,0,0,17
1996,,,Fix: Add GitHub link to dynamic plugins in .htmltest.yml,2026-04-01,0.0,2,0,0,0,0,1,1,0,1,1,0,0,0,1
1995,RHDHBUGS-2896,1,[RHDHBUGS-2896]: Fix broken link to dynamic-plugins.default.yaml and orphaned upgrade module,2026-04-01,0.0,7,2,6,4,10,2,47,17,64,74,0,0,0,3
1994,RHDHBUGS-2802,3,[release-1.9-post-cqa] [RHDHBUGS-2802]: Remove !<plugin-name> suffixes from OCI artifact paths,2026-04-01,0.1,2,18,37,81,118,1,2,2,4,122,0,0,0,1
1992,,,Update the htmltest-file-release-1.9-post-cqa,2026-04-01,0.3,2,0,0,0,0,1,2,0,2,2,0,0,0,5
1991,,,1.9 branch: Update the htmltest-file,2026-04-01,0.1,2,0,0,0,0,1,1,0,1,1,0,0,0,1
1990,,,Main-branch-Update the htmltest-file,2026-04-01,0.3,2,0,0,0,0,1,1,0,1,1,0,0,0,1
1989,RHIDP-12950,8,[RHIDP-12950]: Rewrite CQA scripts from bash to Node.js ESM,2026-04-01,0.2,37,4,1,0,1,96,4914,7351,12265,12266,0,0,0,17
1988,RHIDP-12467,3,[release-1.9-post-cqa] RHIDP-12467: Add instructions for upgrading Helm-based instance from 1.8 to 1.9,2026-04-01,0.0,2,1,67,0,67,0,0,0,0,67,1,0,0,4
1987,RHIDP-12467,3,Manual cherry-pick: Upgrade Helm-based instance from 1.8 to 1.9,2026-04-02,1.3,2,2,69,0,69,0,0,0,0,69,1,0,0,2
1986,,,[release-1.9-post-cqa] Fixing CQA 16,2026-04-02,2.1,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1985,,,Fixing CQA 16,2026-03-31,0.1,4,1,1,1,2,0,0,0,0,2,0,0,0,1
1984,,,Update broken links in orchestrator documentation,2026-04-01,0.7,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1983,,,Update product bundle and chart versions to 1.9.3,2026-04-01,0.8,2,1,2,2,4,0,0,0,0,4,0,0,0,2
1981,RHIDP-12940,2,chore: update instructions re: using DPDY file and how to also use {{inherit}} tag (RHIDP-12940),2026-04-01,1.8,21,8,65,51,116,2,17,23,40,156,0,0,0,12
1980,RHIDP-12275,,RHIDP-12275: Release tasks for RHDH 1.8.5,2026-03-31,0.7,3,6,60,11,71,0,0,0,0,71,1,0,0,1
1979,,,chore: tagRelease.sh: bump to 1.8.5 in release-1.8 branch [skip-build] [skip-e2e],2026-03-30,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1978,RHIDP-12467,3,RHIDP-12467: Add instructions for upgrading Helm-based instance from 1.8 to 1.9,2026-04-01,1.7,8,1,67,0,67,0,0,0,0,67,1,0,0,4
1977,RHDHBUGS-2879,1,[release-1.8] RHDHBUGS-2879-1 - Fix broken link - Casbin,2026-03-30,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1976,,,Orchestrator plugin: Logging For Workflows: Error accessing LokiStack…,2026-03-30,0.1,2,1,36,14,50,0,0,0,0,50,0,0,0,1
1975,RHDHBUGS-2879,1,RHDHBUGS-2879-1 - Fix broken link - Casbin,2026-03-30,0.0,3,1,1,1,2,0,0,0,0,2,0,0,0,1
1974,RHDHBUGS-2740,3,[release-1.9-post-cqa] RHDHBUGS-2740: Orchestrator plugin: Logging For Workflows: Error accessing LokiStack Public Route,2026-03-30,0.1,2,1,36,14,50,0,0,0,0,50,0,0,0,2
1973,RHDHBUGS-2879,1,RHDHBUGS-2879 - Fix broken link: Casbin link...,2026-03-30,0.0,2,2,3,3,6,0,0,0,0,6,0,0,0,1
1972,RHDHBUGS-2879,1,[release-1.8] RHDHBUGS-2879 - Fix broken link: Casbin link in Orchestrator docs,2026-03-30,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1971,RHDHBUGS-2879,1,RHDHBUGS-2879 - Fix broken link: Casbin link in Orchestrator docs,2026-03-30,0.0,7,1,1,1,2,0,0,0,0,2,0,0,0,1
1970,,,Manual cp pr 1911 to release 1 9,2026-03-30,0.5,1,2,69,76,145,0,0,0,0,145,0,0,0,10
1969,RHDHBUGS-2760,2,[release-1.9-post-cqa] RHDHBUGS-2760: Lightspeed operator doc issues,2026-03-30,0.0,2,2,69,76,145,0,0,0,0,145,0,0,0,8
1968,RHIDP-12939,2,chore: link to the release-1.9 branch...,2026-03-30,0.5,3,1,2,2,4,0,0,0,0,4,0,0,0,3
1967,RHIDP-12939,2,chore: link to the release-1.8 branch...,2026-03-30,0.5,3,1,2,2,4,0,0,0,0,4,0,0,0,3
1966,RHDHBUGS-2740,3,RHDHBUGS-2740: Orchestrator plugin: Logging For Workflows: Error accessing LokiStack Public Route,2026-03-30,0.6,10,1,36,14,50,0,0,0,0,50,0,0,0,2
1965,,,chore: release-1.8: update dynamic plugins table,2026-03-30,2.8,3,2,9,13,22,1,4,5,9,31,0,0,0,1
1963,RHDHBUGS-2802,3,[RHDHBUGS-2802]: Remove !<plugin-name> suffixes from OCI artifact paths,2026-04-01,6.2,8,18,37,81,118,1,2,2,4,122,0,0,0,2
1962,RHIDP-12906,3,[release-1.9-post-cqa] [RHIDP-12906]: Audit and fix book-link/book-title attributes,2026-03-26,0.0,1,7,32,30,62,0,0,0,0,62,0,0,0,1
1961,RHIDP-12906,3,[RHIDP-12906]: Audit and fix book-link/book-title attributes,2026-03-26,0.0,6,7,32,30,62,0,0,0,0,62,0,0,0,1
1960,RHIDP-12900,1,[release-1.9-post-cqa] [RHIDP-12900]: Remove unused troubleshooting-rhdh-plugins title and fix broken xrefs,2026-03-26,0.0,1,6,4,23,27,5,0,17,17,44,0,0,0,1
1959,RHIDP-12900,1,[RHIDP-12900]: Remove unused troubleshooting-rhdh-plugins title and fix broken xrefs,2026-03-26,0.0,6,6,4,23,27,5,0,17,17,44,0,0,0,1
1958,RHIDP-12899,1,[RHIDP-12899]: Fix remaining CQA violations in 3 leftover files,2026-03-25,0.0,2,3,4,6,10,0,0,0,0,10,0,0,0,1
1957,RHIDP-9152,,[RHIDP#12883]: Fix CQA-5 and CQA-17 violations across repo,2026-03-25,1.2,24,62,170,121,291,24,161,150,311,602,3,0,0,12
1956,,,Update the Bump Openshift Serverless Logic version to 1.37.2,2026-03-24,0.8,2,10,21,16,37,0,0,0,0,37,0,0,0,1
1955,RHIDP-12815,2,RHIDP-12815: Bump Openshift Serverless Logic version to 1.37.2,2026-03-23,0.2,7,10,18,16,34,0,0,0,0,34,0,0,0,3
1954,RHIDP-12789,1,"[RHIDP#12789]: Clean up CQA output: suppress pass noise, unify formats, sentence case",2026-03-20,0.0,7,0,0,0,0,22,56,101,157,157,0,0,0,4
1953,RHIDP-12789,1,[RHIDP#12789]: Remove unused SARIF step from CQA workflow,2026-03-20,0.0,2,0,0,0,0,1,0,16,16,16,0,0,0,1
1952,RHIDP-12789,1,[RHIDP#12789]: Fix CQA PR comment rendering issues,2026-03-20,0.0,3,0,0,0,0,43,166,171,337,337,0,0,0,1
1951,RHIDP-12788,1,[RHIDP-12788]: Fix CQA workflow PR comment failing on backticks,2026-03-20,0.0,2,0,0,0,0,1,3,1,4,4,0,0,0,1
1950,RHIDP-12787,13,[RHIDP-12787]: Add local SonarCloud lint script and fix remaining CQA errors,2026-03-20,0.1,12,87,479,134,613,13,199,120,319,932,11,0,0,8
1948,RHDHBUGS-2596,1,[release-1.9] RHDHBUGS-2596: User icon not displayed in chatbox UI,2026-03-20,0.3,2,1,8,1,9,0,0,0,0,9,0,0,0,3
1947,RHIDP-12779,1,[RHIDP#12779]: CQA tooling optimization and content modularization,2026-03-20,0.7,41,51,379,157,536,49,3975,9112,13087,13623,10,0,0,23
1946,,,RELEASE-1-9-2 - Update product versions for 1.9.2 in attributes.adoc,2026-03-19,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1945,RHIDP-12727,1,RHIDP-12727: CQA 2.1 compliance for configure_techdocs-for-rhdh,2026-03-19,0.0,5,1,1,1,2,1,1,1,2,4,0,0,0,2
1944,RHIDP-12726,1,RHIDP-12726: CQA 2.1 compliance for integrate_interacting-with-model-context-protocol-tools-for-rhdh,2026-03-19,0.0,5,2,2,2,4,0,0,0,0,4,0,0,0,3
1943,RHIDP-12721,1,RHIDP-12721: CQA 2.1 compliance for integrate_interacting-with-developer-lightspeed-for-rhdh,2026-03-19,0.0,5,12,15,15,30,1,1,1,2,32,0,0,0,2
1942,RHIDP-12725,1,RHIDP-12725: CQA 2.1 compliance for install_installing-rhdh-on-ocp,2026-03-19,0.0,3,3,7,7,14,0,0,0,0,14,0,0,0,2
1941,RHIDP-12724,1,RHIDP-12724: CQA 2.1 compliance for install_installing-rhdh-on-gke,2026-03-19,0.0,4,1,2,1,3,0,0,0,0,3,0,0,0,4
1940,RHIDP-12723,1,RHIDP-12723: CQA 2.1 compliance for install_installing-rhdh-on-eks,2026-03-19,0.0,4,1,2,1,3,0,0,0,0,3,0,0,0,4
1939,RHIDP-12722,1,RHIDP-12722: CQA 2.1 compliance for install_installing-rhdh-in-an-air-gapped-environment,2026-03-19,0.0,4,2,5,3,8,0,0,0,0,8,0,0,0,4
1938,RHIDP-12717,5,RHIDP-12717: CQA regression fixes for authorization title,2026-03-19,0.0,7,16,40,40,80,2,18,0,18,98,0,0,0,9
1937,RHIDP-12716,1,RHIDP-12716: CQA 2.1 regression fix for Authentication,2026-03-19,0.0,6,5,5,4,9,3,12,0,12,21,0,0,0,5
1936,RHIDP-12715,1,RHIDP-12715: CQA 2.1 regression fix for Audit Logs,2026-03-19,0.0,6,2,3,3,6,0,0,0,0,6,0,0,0,5
1935,RHIDP-12714,3,RHIDP-12714: CQA 2.1 regression fix for Adoption Insights,2026-03-19,0.0,5,10,21,21,42,0,0,0,0,42,0,0,0,4
1934,RHIDP-12713,3,RHIDP-12713: CQA 2.1 regression fix for About Red Hat Developer Hub,2026-03-19,0.0,5,6,15,15,30,2,19,70,89,119,0,0,0,3
1932,RHIDP-12740,13,RHIDP-12740: CQA 2.1 consistent file names and IDs based on title,2026-03-19,0.0,4,99,216,210,426,1,2,1,3,429,4,0,0,1
1931,RHIDP-12703,13,RHIDP-12703: Simplify file hierarchy for simpler include statements,2026-03-18,0.0,7,98,665,1054,1719,2,109,2,111,1830,19,0,0,13
1930,RHIDP-12719,13,RHIDP-12719: CQA 2.1 compliance for Customizing Red Hat Developer Hub,2026-03-18,0.0,3,93,468,383,851,7,20,6,26,877,12,0,0,2
1929,,,1.9.2: regen dynamic plugins tables for orchestrator updates,2026-03-19,0.8,6,3,19,16,35,1,6,6,12,47,0,0,0,2
1928,RHIDP-11271,3,Manual cherry-pick of RHIDP-11271,2026-03-19,1.0,3,2,70,0,70,0,0,0,0,70,1,0,0,1
1927,RHIDP-12718,13,RHIDP-12718: CQA 2.1 compliance for Configuring Red Hat Developer Hub,2026-03-18,0.2,17,69,599,731,1330,8,22,3,25,1355,9,0,0,16
1926,RHIDP-12234,5,RHIDP-12234: CQA 2.1 compliance for Dynamic plugins reference,2026-03-18,0.0,4,17,157,85,242,10,6,8,14,256,5,0,0,2
1925,RHIDP-12230,13,RHIDP-12230: CQA 2.1 compliance: Introduction to plugins (remove title not published any more),2026-03-18,0.0,7,20,74,653,727,7,15,16,31,758,2,0,0,6
1924,RHIDP-12708,13,RHIDP-12708: CQA 2.1 compliance for Navigate Red Hat Developer Hub on your first day,2026-03-18,0.4,3,42,238,212,450,1,7,0,7,457,4,0,0,2
1923,RHIDP-11271,3,RHIDP-11271: fixing 404 error for clusters sharing 1 PVC,2026-03-18,0.7,7,2,70,0,70,0,0,0,0,70,1,0,0,4
1922,RHIDP-12232,13,RHIDP-12232: CQA 2.1 compliance for Installing and viewing plugins in Red Hat Developer Hub,2026-03-17,0.1,7,84,814,824,1638,3,50,16,66,1704,14,0,0,2
1921,RHIDP-12236,3,RHIDP-12236: CQA 2.1 compliance for Troubleshooting Red Hat Developer Hub plugins,2026-03-17,0.0,3,5,16,24,40,0,0,0,0,40,0,0,0,1
1920,RHIDP-12238,5,RHIDP-12238: CQA 2.1 compliance for Using dynamic plugins in Red Hat Developer Hub,2026-03-17,0.0,4,12,76,80,156,0,0,0,0,156,1,0,0,3
1919,RHIDP-12239,3,RHIDP-12239: CQA 2.1 compliance for Configuring dynamic plugins,2026-03-17,0.0,2,4,5,40,45,0,0,0,0,45,0,0,0,1
1918,RHIDP-12240,13,RHIDP-12240: CQA 2.1 compliance for Evaluate project health using Scorecards,2026-03-17,0.0,3,33,312,264,576,1,4,9,13,589,7,0,0,2
1917,RHIDP-12241,5,RHIDP-12241: CQA 2.1 compliance for Setting up and configuring your first Red Hat Developer Hub instance,2026-03-17,0.1,11,27,80,80,160,1,45,12,57,217,1,0,0,5
1916,RHIDP-12242,5,RHIDP-12242: CQA 2.1 compliance for Streamline software development and management in Red Hat Developer Hub,2026-03-17,0.0,2,19,90,70,160,0,0,0,0,160,1,0,0,1
1915,RHIDP-12243,8,RHIDP-12243: CQA 2.1 compliance for TechDocs for Red Hat Developer Hub,2026-03-17,0.0,3,28,171,125,296,0,0,0,0,296,4,0,0,2
1914,RHIDP-12244,5,RHIDP-12244: CQA 2.1 compliance for Telemetry data collection and analysis,2026-03-17,0.0,3,13,70,59,129,0,0,0,0,129,2,0,0,1
1912,RHIDP-12245,3,RHIDP-12245: CQA 2.1 compliance for Upgrading Red Hat Developer Hub,2026-03-17,0.1,2,3,29,18,47,0,0,0,0,47,0,0,0,1
1911,RHDHBUGS-2760,2,RHDHBUGS-2760: Lightspeed operator doc issues,2026-03-30,12.9,22,2,69,76,145,0,0,0,0,145,0,0,0,8
1910,RHIDP-12231,13,RHIDP-12231: CQA 2.1 compliance for Configuring dynamic plugins,2026-03-17,0.1,16,78,586,731,1317,4,71,51,122,1439,17,0,0,15
1909,RHIDP-12673,1,RHIDP-12673: CQA 3 compliance - content modularization across all titles,2026-03-17,0.0,3,33,62,8,70,2,68,11,79,149,0,0,0,2
1908,RHDHBUGS-2596,1,RHDHBUGS-2596: User icon not displayed in chatbox UI,2026-03-19,2.3,10,1,8,1,9,0,0,0,0,9,0,0,0,3
1907,,,Removing orphaned files,2026-03-17,0.2,4,4,1,88,89,0,0,0,0,89,0,0,0,1
1906,RHIDP-12228,13,RHIDP-12228: CQA 2.1 compliance for Orchestrator in Red Hat Developer Hub,2026-03-16,0.0,15,62,326,265,591,2,40,2,42,633,8,0,0,8
1905,RHIDP-12227,3,RHIDP-12227: CQA 2.1 compliance for Accelerate AI development with OpenShift AI Connector for Red Hat Developer Hub,2026-03-16,0.0,2,9,68,44,112,0,0,0,0,112,0,0,0,1
1903,RHIDP-12226,13,RHIDP-12226: CQA 2.1 compliance for Monitoring and logging,2026-03-16,0.0,16,30,354,300,654,12,40,43,83,737,11,0,0,8
1901,RHIDP-12224,8,RHIDP-12224: CQA 2.1 compliance for Interacting with Model Context Protocol tools for Red Hat Developer Hub,2026-03-16,0.1,25,24,164,98,262,41,3258,466,3724,3986,2,0,0,13
1900,RHIDP-12223,3,RHIDP-12223: CQA 2.1 compliance for Manage and consume technical documentation within Red Hat Developer Hub,2026-03-16,0.0,9,10,39,33,72,3,64,35,99,171,0,0,0,4
1899,RHIDP-12221,8,RHIDP-12221: CQA 2.1 compliance for Integrating with GitHub,2026-03-16,0.1,13,19,113,86,199,22,1044,145,1189,1388,2,0,0,28
1898,RHIDP-12220,13,RHIDP-12220: CQA 2.1 compliance for Installing RHDH on OSD on GCP,2026-03-13,0.2,47,18,21,1170,1191,42,21098,1254,22352,23543,0,0,0,24
1897,,,Manual CP for PR-1874,2026-03-13,0.0,2,4,75,38,113,0,0,0,0,113,1,0,0,1
1895,,,Manual cherrypick,2026-03-12,0.0,2,4,75,38,113,0,0,0,0,113,1,0,0,1
1892,RHIDP-12637,13,RHIDP-12637: Add CQA automation scripts and GitHub workflow for persistent compliance,2026-03-13,1.2,3,87,138,2784,2922,13,2053,276,2329,5251,0,0,0,54
1891,,,1.9.1 pre-GA backout,2026-03-11,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,5
1890,,,Release 1.9.1: Changed product versions in attributes.adoc,2026-03-11,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,3
1889,RHIDP-12218,5,RHIDP-12218: CQA 2.1 compliance for Installing Red Hat Developer Hub on OpenShift Container Platform,2026-03-11,0.1,2,13,75,67,142,6,825,39,864,1006,2,0,0,11
1888,RHIDP-12213,13,"RHIDP-12213, RHIDP-12215, RHIDP-12216: CQA 2.1 compliance for Installing RHDH on AKS, EKS, and GKE",2026-03-11,0.1,2,24,231,195,426,3,30,0,30,456,6,0,0,11
1887,RHIDP-12212,8,RHIDP-12212: CQA 2.1 compliance for Installing Red Hat Developer Hub in an air-gapped environment,2026-03-11,0.2,2,28,147,113,260,4,134,26,160,420,4,0,0,17
1886,RHDHBUGS-2748,1,[release-1.9] chore: prevent running script if no yq or mikefarah yq is installed in the path (RHDHBUGS-2748),2026-03-19,8.9,2,0,0,0,0,1,9,1,10,10,0,0,0,1
1885,RHIDP-12211,3,RHIDP-12211: CQA 2.1 compliance for Interacting with Red Hat Developer Lightspeed for Red Hat Developer Hub,2026-03-10,0.0,2,27,78,41,119,0,0,0,0,119,0,0,0,1
1884,,,[release-1.9] chore: modify tech preview and supported plugins to reflect Gitlab G,2026-03-12,2.1,2,2,10,10,20,1,2,2,4,24,0,0,0,1
1883,RHIDP-12210,13,RHIDP-12210: CQA 2.1 compliance for Customizing Red Hat Developer Hub title,2026-03-10,0.3,2,92,657,700,1357,3,345,56,401,1758,12,0,0,46
1882,,,chore: modify tech preview and supported plugins to reflect Gitlab GA,2026-03-12,2.7,4,2,10,10,20,1,2,2,4,24,0,0,0,1
1881,RHIDP-12477,2,RHIDP-12477: OCI path and plugin category corrections,2026-03-16,7.0,11,14,57,35,92,0,0,0,0,92,0,0,0,22
1880,RHIDP-12209,13,RHIDP-12209: CQA 2.1 compliance for Configuring title,2026-03-10,0.8,2,70,618,564,1182,3,371,37,408,1590,8,0,0,36
1879,RHDHBUGS-2748,1,chore: prevent running script if no yq or mikefarah yq is installed in the path (RHDHBUGS-2748),2026-03-10,4.0,15,0,0,0,0,1,9,1,10,10,0,0,0,2
1878,RHIDP-12208,13,RHIDP-12208: CQA 2.1 compliance for Authorization in Red Hat Developer Hub,2026-03-10,3.8,3,57,1076,202,1278,1,3,2,5,1283,18,0,0,11
1877,RHIDP-12205,5,RHIDP-12205: CQA 2.1 compliance for Audit logs in Red Hat Developer Hub,2026-03-09,2.9,2,5,69,84,153,1,79,0,79,232,1,0,0,9
1876,RHIDP-12204,8,RHIDP-12204: CQA 2.1 compliance for Adoption Insights in Red Hat Deve…,2026-03-06,0.3,2,18,218,111,329,1,426,0,426,755,3,0,0,15
1875,,,[release-1.9] Fixed scorecard broken link,2026-03-06,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1874,RHDHBUGS-2766,2,RHDHBUGS-2766: Added common icons,2026-03-12,6.2,8,5,92,36,128,0,0,0,0,128,2,0,0,6
1873,,,Fixed scorecard broken link,2026-03-06,0.2,4,1,2,2,4,0,0,0,0,4,0,0,0,1
1872,RHIDP-12203,3,RHIDP-12203: CQA 2.1 compliance for About Red Hat Developer Hub title,2026-03-06,0.7,2,8,30,18,48,0,0,0,0,48,0,0,0,6
1871,,,[release-1.9] Rhidp 9758: Enable GitLab authentication,2026-03-06,0.7,2,8,192,5,197,0,0,0,0,197,4,0,0,27
1870,RHDHBUGS-2769,2,RHDHBUGS-2769 - RHDH 1.9 GA release edits - formatting issue,2026-03-05,0.0,5,1,4,3,7,0,0,0,0,7,0,0,0,1
1869,,,cherrypick 1.9 changes to main,2026-03-05,0.5,2,10,136,159,295,2,14,28,42,337,0,0,0,1
1867,,,[main] DOCS-FIX-1 - RHDH 1.9 GA release edits,2026-03-04,0.1,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1866,,,DOCS-FIX-1 - RHDH 1.9 GA release edits,2026-03-04,0.0,5,1,2,2,4,0,0,0,0,4,0,0,0,1
1865,RHIDP-12469,2,"[release-1.9] RHIDP-12469: Remove TP banner from JFrog, Nexus, and ServiceNow plugin docs",2026-03-04,0.0,2,5,1,49,50,0,0,0,0,50,0,0,0,1
1864,RHIDP-12465,1,RHIDP-12465: add plugin versions to tables and re-org content,2026-03-04,0.7,2,4,122,86,208,1,8,6,14,222,0,0,0,1
1863,RHIDP-12469,2,"RHIDP-12469: Remove TP banner from JFrog, Nexus, and ServiceNow plugin docs",2026-03-04,0.7,4,5,1,49,50,0,0,0,0,50,0,0,0,1
1862,,,[release-1.9] Fix image statements,2026-03-03,0.0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
1861,,,Fix image statements,2026-03-03,0.0,3,0,0,0,0,1,0,0,0,0,0,0,1,4
1860,,,[release-1.9] Fix image statements,2026-03-03,0.0,1,2,14,14,28,0,0,0,0,28,0,0,0,2
1859,,,Fix image statements,2026-03-03,0.0,3,2,14,14,28,0,0,0,0,28,0,0,0,2
1858,,,fix build,2026-03-03,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1857,,,fix build,2026-03-03,0.0,2,1,2,2,4,0,0,0,0,4,0,0,0,1
1855,,,release-1.9: Update orchestrator digests,2026-03-02,0.0,2,2,5,5,10,1,5,5,10,20,0,0,0,1
1853,RHIDP-9093,13,RHIDP-9093-3 - How To Create Dynamic Plugins for Red Hat Developer Hub,2026-03-02,0.0,3,22,858,74,932,2,1,0,1,933,14,0,1,1
1851,,,[release-1.9] Lightspeed docs Minor changes,2026-03-02,0.0,2,2,4,2,6,0,0,0,0,6,0,0,0,1
1850,,,Lightspeed docs Minor changes,2026-03-02,0.1,5,2,4,2,6,0,0,0,0,6,0,0,0,1
1849,RHIDP-12410,,chore: RHIDP-12410 Update plugin statuses,2026-03-02,3.0,2,7,12,69,81,1,2,16,18,99,0,0,0,3
1848,,,[release-1.9] Rhidp 12097 oc ipaths,2026-03-03,3.9,2,8,29,19,48,0,0,0,0,48,1,0,0,16
1847,,,[release-1.8] fix: remove session-leaking parameters from documentation URLs,2026-02-27,0.1,2,2,2,2,4,0,0,0,0,4,0,0,0,1
1846,,,[release-1.9] fix: remove session-leaking parameters from documentation URLs,2026-02-27,0.1,2,2,2,2,4,0,0,0,0,4,0,0,0,1
1845,,,fix: remove session-leaking parameters from documentation URLs,2026-02-27,0.1,6,2,2,2,4,0,0,0,0,4,0,0,0,1
1844,,,Bump Openshift Serverless Logic version to 1.37.1,2026-02-26,0.0,2,10,32,32,64,1,5,0,5,69,0,0,0,1
1842,RHIDP-9757,8,RHIDP-9757-1-9 - [UPDATE] Mirroring OCI artifacts into an airgapped RHDH deployment documentation,2026-02-26,0.0,2,3,3,3,6,1,0,46,46,52,0,0,0,1
1841,,,[release-1.9] Update the orchestrator plugins references,2026-02-26,0.0,2,5,162,141,303,0,0,0,0,303,0,0,0,9
1840,RHIDP-9757,8,RHIDP-9757-1 - [UPDATE] Mirroring OCI artifacts into an airgapped RHDH deployment documentation,2026-02-26,0.0,8,3,3,3,6,0,0,0,0,6,0,0,0,20
1839,RHIDP-9758,8,Rhidp 9758: Enable GitLab authentication,2026-03-05,8.0,4,8,192,5,197,0,0,0,0,197,4,0,0,27
1838,RHIDP-12369,1,[release-1.9] RHIDP-12369: Add link to Streamline software development and management in the attribute file,2026-02-25,0.0,2,1,2,0,2,0,0,0,0,2,0,0,0,1
1837,RHIDP-12369,1,[release-1.8] RHIDP-12369: Add link to Streamline software development and management in the attribute file,2026-02-25,0.0,2,1,2,0,2,0,0,0,0,2,0,0,0,1
1836,,,"chore: add exception for http-request so it's labelled as GA even though it's Roadie, not RH [release-1.9]",2026-02-25,0.8,2,2,6,6,12,2,8,2,10,22,0,0,0,2
1835,,,"chore: add exception for http-request so it's labelled as GA even though it's Roadie, not RH",2026-02-25,0.8,2,3,13,7,20,2,9,2,11,31,0,0,0,2
1834,RHIDP-12369,1,RHIDP-12369: Add link to Streamline software development and management in the attribute file,2026-02-25,0.4,8,1,2,0,2,0,0,0,0,2,0,0,0,1
1833,RHIDP-9537,5,[release-1.9] RHIDP-9537 - RHDH Installation Script Enhancement: Allow Tag Omission in OCI References for Dynamic Plugin,2026-02-24,0.0,2,1,79,8,87,1,46,0,46,133,0,0,0,10
1831,RHDHBUGS-2680,2,[release-1.9] RHDHBUGS-2680: Logging for Workflows,2026-02-24,0.9,2,1,27,23,50,4,0,0,0,50,0,0,4,5
1830,RHIDP-12162,,RHIDP-12162: 1.8.4 Release Notes,2026-02-25,1.8,2,3,6,4,10,0,0,0,0,10,0,0,0,5
1829,RHIDP-11718,2,Update the orchestrator plugins references,2026-02-26,2.7,5,5,162,141,303,0,0,0,0,303,0,0,0,9
1828,RHIDP-11208,,[release-1.9] RHIDP-11208 & RHDHBUGS-2727:Added screenshots and fixed errors,2026-02-23,0.0,2,4,35,5,40,10,0,0,0,40,0,0,10,2
1827,RHDHBUGS-2680,2,RHDHBUGS-2680: Logging for Workflows,2026-02-23,0.4,5,1,27,23,50,4,0,0,0,50,0,0,4,4
1826,RHIDP-11208,,RHIDP-11208 & RHDHBUGS-2727:Added screenshots and fixed errors,2026-02-23,0.0,5,4,35,5,40,10,0,0,0,40,0,0,10,2
1825,,,[release-1.9] Minor structure related changes and typo,2026-02-23,0.0,2,2,4,4,8,0,0,0,0,8,0,0,0,1
1824,RHIDP-9537,5,RHIDP-9537 - RHDH Installation Script Enhancement: Allow Tag Omission in OCI References for Dynamic Plugins,2026-02-24,3.8,6,1,79,8,87,1,46,0,46,133,0,0,0,26
1823,RHDHBUGS-2614,3,chore: add migration tables to the install guide for dynamic plugins (RHDHBUGS-2614); also add a reminder note about thi,2026-02-19,0.1,2,9,53,68,121,2,57,37,94,215,0,0,0,9
1822,,,Minor structure related changes and typo,2026-02-23,3.7,4,2,4,4,8,0,0,0,0,8,0,0,0,1
1821,RHIDP-8377,13,[release-1.9] RHIDP-8377: End user documentation ,2026-02-19,0.0,2,52,1209,247,1456,5,5,0,5,1461,35,0,0,41
1819,,,[release-1.9] Minor update,2026-02-23,3.8,2,1,1,1,2,0,0,0,0,2,0,0,0,1
