pr,jira_key,sp,title,merged_at,days_open,comments,adoc_files,adoc_added,adoc_deleted,adoc_total,other_files,other_added,other_deleted,other_total,total_lines,new_adoc_files,assembly_files,image_files,commits
1199,RHIDP-7542,3,RHIDP-7542: Template editor updates,2025-06-02,6.0,9,1,8,6,14,0,0,0,0,14,0,0,0,4
1198,,,RHDHPAI-808: Minor change in adoption insights,2025-06-03,7.9,6,1,7,2,9,0,0,0,0,9,0,0,0,2
1197,RHIDP-7175,3,[release-1.5] RHIDP-7175: OCI Image content update,2025-05-26,0.0,1,1,25,6,31,0,0,0,0,31,0,0,0,5
1196,RHIDP-7175,3,[release-1.6] RHIDP-7175: OCI Image content update,2025-05-26,0.0,1,1,25,6,31,0,0,0,0,31,0,0,0,5
1195,,,Manual Cherrypick for PR-1191,2025-05-26,0.0,1,1,39,30,69,0,0,0,0,69,0,0,0,1
1194,,,[release-1.5] RHDHPAI-813: Updated the adoption insights image,2025-05-26,0.0,1,1,30,28,58,0,0,0,0,58,0,0,0,1
1193,RHIDP-6410,8,[release-1.5] RHIDP-6410 - added steps  to Azure authentication procedures,2025-05-26,0.0,1,4,51,50,101,0,0,0,0,101,0,0,0,15
1192,RHIDP-7175,3,RHIDP-7175: OCI Image content update,2025-05-26,0.4,9,1,25,6,31,0,0,0,0,31,0,0,0,5
1191,,,RHDHPAI-813: Updated the adoption insights image,2025-05-26,3.9,5,1,30,28,58,0,0,0,0,58,0,0,0,1
1190,RHDHBUGS-241,1,RHDHBUGS-241: Update RHSA links for Fixed Security Issues for 1.5,2025-05-22,0.2,3,1,1,1,2,0,0,0,0,2,0,0,0,2
1189,RHIDP-7461,3,[release-1.6] RHIDP-7461: List the steps for role-based access in UI,2025-05-22,0.0,1,4,60,19,79,0,0,0,0,79,2,0,0,2
1188,RHIDP-5999,,RHIDP-5999: Fixed Issues in RN,2025-05-22,0.3,3,2,12,11,23,0,0,0,0,23,1,0,0,2
1187,RHIDP-5608,2,RHIDP-5608: Update content for Template Editor,2025-05-26,4.3,3,3,45,48,93,1,0,0,0,93,0,0,1,3
1186,RHIDP-6735,8,RHIDP-6735 - Added high-level overview of auth and user provisioning,2025-06-12,21.5,13,2,38,44,82,0,0,0,0,82,1,0,0,22
1185,RHIDP-5999,,RHIDP-5999: POST-GA docs release tasks for RHDH release,2025-05-21,0.0,6,2,23,0,23,0,0,0,0,23,2,0,0,3
1184,RHIDP-7542,3,[release-1.6] RHIDP-7542: Template Editor section update,2025-05-21,0.0,1,1,28,31,59,0,0,0,0,59,0,0,0,4
1183,RHIDP-6501,3,[main] RHIDP-6501 - Modularize modules/dynamic-plugins/con-dynamic-plugins-cache.adoc,2025-05-20,0.0,1,6,166,152,318,0,0,0,0,318,4,0,0,6
1182,RHIDP-6498,3,[release-1.5] RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-butto,2025-05-20,0.0,1,3,94,90,184,0,0,0,0,184,1,0,0,1
1181,RHIDP-6498,3,[release-1.6] RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-butto,2025-05-20,0.0,1,3,94,90,184,0,0,0,0,184,1,0,0,1
1180,RHIDP-6498,3,RHIDP-6498: Modularize modules/configuring-a-floating-action-button/proc-configuring-floating-action-button-as-a-dynamic,2025-05-20,0.1,5,3,94,90,184,0,0,0,0,184,1,0,0,1
1179,RHIDP-6501,3,RHIDP-6501 - Modularize modules/dynamic-plugins/con-dynamic-plugins-cache.adoc,2025-05-20,0.1,7,6,166,152,318,0,0,0,0,318,4,0,0,7
1178,RHIDP-7542,3,RHIDP-7542: Template Editor section update,2025-05-21,0.9,10,1,28,31,59,0,0,0,0,59,0,0,0,4
1177,RHIDP-5184,8,RHIDP-5184 - added steps to _Configuring Redis cache_ (#1169),2025-05-21,0.9,0,3,38,20,58,0,0,0,0,58,1,0,0,1
1176,RHIDP-7461,3,RHIDP-7461: List the steps for role-based access in UI,2025-05-22,2.0,6,4,60,19,79,0,0,0,0,79,2,0,0,2
1173,RHIDP-5184,8,[release-1.6] RHIDP-5184 - added steps to _Configuring Redis cache_,2025-05-19,0.0,1,3,38,18,56,0,0,0,0,56,1,0,0,16
1172,RHIDP-7455,5,[release-1.6] RHIDP-7455: Adding ArgoCD and Quay permissions,2025-05-19,0.0,1,1,35,1,36,0,0,0,0,36,0,0,0,3
1171,RHIDP-7455,5,RHIDP-7455: Adding ArgoCD and Quay permissions,2025-05-19,0.7,4,1,35,1,36,0,0,0,0,36,0,0,0,3
1170,,,chore: add static link to the 1.6.0...,2025-05-19,2.8,1,1,5,1,6,0,0,0,0,6,0,0,0,1
1169,RHIDP-5184,8,RHIDP-5184 - added steps to _Configuring Redis cache_,2025-05-19,3.0,6,3,38,18,56,0,0,0,0,56,1,0,0,16
1168,RHIDP-6410,8,RHIDP-6410 - added steps  to Azure authentication procedures,2025-05-26,9.9,15,4,51,50,101,0,0,0,0,101,0,0,0,18
1167,RHIDP-7038,,[release-1.6] RHIDP-7038: Doc air-gapped installation on K8s platforms with Helm,2025-05-16,0.0,2,4,475,3,478,0,0,0,0,478,3,0,0,3
1166,RHIDP-6152,3,[release-1.6] RHIDP-6152: Update Install Operator doc to reflect UI changes,2025-05-16,0.0,1,2,48,21,69,0,0,0,0,69,0,0,0,4
1165,,,[release-1.6] Updated about RHDH,2025-05-14,0.0,1,2,80,3,83,1,5,1,6,89,1,0,0,1
1164,RHIDP-6145,8,[release-1.6] RHIDP-6145: Added developer-focused content for software templates,2025-05-14,0.0,1,6,83,24,107,3,0,0,0,107,2,0,3,11
1163,RHIDP-6144,13,[release-1.6] RHIDP-6144: Developer-focused content for software catalogs,2025-05-14,0.0,1,9,231,0,231,0,0,0,0,231,8,0,0,10
1162,,,chore: fix list of enabled-by-default plugins in 1.5 (missing GA global-floating-action-button and 3 TP marketplace plug,2025-05-15,1.7,2,1,5,1,6,0,0,0,0,6,0,0,0,1
1161,RHIDP-6584,8,[main] RHIDP-6584 - Document how users can install and configure plugins from Marketplace in RHDH,2025-05-13,0.0,2,2,61,2,63,4,0,0,0,63,1,0,4,12
1160,RHIDP-5421,5,[release-1.6] RHIDP-5421 - Document which plugins in RHDH have metrics,2025-05-13,0.0,1,1,58,0,58,0,0,0,0,58,1,0,0,7
1159,RHIDP-6147,8,[release-1.6] RHIDP-6147: Developer-focused content for Learning Paths,2025-05-13,0.0,1,4,30,1,31,0,0,0,0,31,2,0,0,3
1158,RHIDP-6152,3,RHIDP-6152: Update Install Operator doc to reflect UI changes,2025-05-16,3.5,5,2,48,21,69,0,0,0,0,69,0,0,0,4
1157,RHIDP-6143,13,Updated about RHDH,2025-05-14,1.7,6,2,80,3,83,1,5,1,6,89,1,0,0,2
1156,,,"chore: update plugins list for 1.7/main, including new enabled-by-default tech preview plugins",2025-05-16,3.6,2,4,80,80,160,1,60,61,121,281,0,0,0,2
1155,RHIDP-6575,3,RHIDP-6575:Minor-Fixes-RHIDP-6000-Release-notes-for-Red-Hat-Developer-Hub-1.6.0,2025-05-12,0.0,1,1,14,1,15,0,0,0,0,15,0,0,0,1
1154,RHIDP-6148,5,[release-1.6] RHIDP-6148: Removed TP snippet from kubernetes custom actions,2025-05-14,1.8,1,1,0,2,2,0,0,0,0,2,0,0,0,2
1153,RHIDP-6569,3,[release-1.6] RHIDP-6569-1 - Document the configurable features of navigation (sidebar) in RHDH,2025-05-12,0.0,1,3,13,1,14,0,0,0,0,14,1,0,0,4
1152,RHIDP-6148,5,RHIDP-6148: Removed TP snippet from kubernetes custom actions,2025-05-12,0.0,3,1,0,2,2,0,0,0,0,2,0,0,0,1
1151,RHIDP-6568,5,[release-1.6] RHIDP-6568: Create RHDH Metadata card customization content,2025-05-12,0.0,0,2,37,0,37,0,0,0,0,37,1,0,0,4
1150,RHIDP-6569,3,RHIDP-6569-1 - Document the configurable features of navigation (sidebar) in RHDH,2025-05-12,1.1,4,3,13,1,14,0,0,0,0,14,1,0,0,4
1149,RHIDP-7116,1,RHIDP-7116: Remove dangerouslyAllowSignInWithoutUserInCatalog in RHBK auth section,2025-05-08,0.0,1,1,0,26,26,0,0,0,0,26,0,0,0,1
1148,RHIDP-7116,1,[release-1.6] RHIDP-7116: Remove dangerouslyAllowSignInWithoutUserInCatalog in RHBK auth section,2025-05-08,0.0,1,1,0,26,26,0,0,0,0,26,0,0,0,1
1147,RHIDP-7116,1,[release-1.5] RHIDP-7116: Remove dangerouslyAllowSignInWithoutUserInCatalog in RHBK auth section,2025-05-08,0.2,1,1,0,26,26,0,0,0,0,26,0,0,0,1
1146,RHIDP-6000,,chore: add developer-preview.adoc as a separate query and template than ref-release-notes-technology-preview.adoc (RHIDP,2025-05-12,4.7,2,0,0,0,0,1,23,2,25,25,0,0,0,1
1145,RHIDP-6000,,chore: add developer-preview.adoc as a separate query and template than ref-release-notes-technology-preview.adoc (RHIDP,2025-05-12,4.7,2,0,0,0,0,1,23,2,25,25,0,0,0,1
1143,RHIDP-6000,,chore: add developer-preview.adoc as a separate query and template than ref-release-notes-technology-preview.adoc (RHIDP,2025-05-12,4.7,1,0,0,0,0,1,23,2,25,25,0,0,0,1
1142,RHIDP-4676,,chore: move RHIDP-4676 from TP to new features list (RHIDP-6148) [release-1.5],2025-05-12,4.9,3,2,10,13,23,0,0,0,0,23,0,0,0,1
1141,RHIDP-6575,3,RHIDP-6575-1 - Promote RHDH-local to Dev preview status in RHDH Docs,2025-05-07,0.0,1,2,23,0,23,0,0,0,0,23,1,0,0,2
1140,RHIDP-6575,3,RHIDP-6575 - Add RHDH Local attributes,2025-05-06,0.0,1,1,2,0,2,0,0,0,0,2,0,0,0,1
1139,RHIDP-7116,1,RHIDP-7116: Remove dangerouslyAllowSignInWithoutUserInCatalog in RHBK auth section,2025-05-08,1.8,7,1,0,26,26,0,0,0,0,26,0,0,0,1
1138,RHIDP-5653,5,RHIDP-5653: Reorganize Segment/Telemetry instructions into its own ca…,2025-05-07,1.8,1,14,79,69,148,0,0,0,0,148,3,0,0,1
1137,RHIDP-5653,5,RHIDP-5653: Reorganize Segment/Telemetry instructions into its own ca…,2025-05-07,1.8,1,14,79,69,148,0,0,0,0,148,3,0,0,1
1136,RHIDP-5653,5,[release-1.6] RHIDP-5653: Reorganize Segment/Telemetry instructions into its own category,2025-05-05,0.0,1,14,79,69,148,0,0,0,0,148,3,0,0,7
1135,RHIDP-5653,5,[release-1.5] RHIDP-5653: Reorganize Segment/Telemetry instructions into its own category,2025-05-05,0.0,1,14,79,69,148,0,0,0,0,148,3,0,0,7
1134,RHIDP-6503,3,[release-1.6] RHIDP-6503 - Modularize: Installing and configuring the Redis cache,2025-05-02,0.0,1,1,1,3,4,0,0,0,0,4,0,0,0,1
1133,RHIDP-6000,,RHIDP-6000: Release notes for Red Hat Developer Hub 1.6.0,2025-05-12,11.2,9,8,342,31,373,0,0,0,0,373,0,0,0,3
1132,RHIDP-5483,1,[release-1.4] RHIDP-5483: Update Authorization Preface,2025-05-01,0.0,1,3,8,18,26,0,0,0,0,26,0,0,0,3
1131,RHIDP-5483,1,[release-1.5] RHIDP-5483: Update Authorization Preface,2025-05-05,4.0,3,3,8,18,26,0,0,0,0,26,0,0,0,3
1130,RHIDP-5483,1,[release-1.6] RHIDP-5483: Update Authorization Preface,2025-05-01,0.0,1,3,8,18,26,0,0,0,0,26,0,0,0,4
1129,RHIDP-6850,,[release-1.5] RHIDP-6850: Add TechDocs subtitle,2025-05-05,4.0,3,1,3,3,6,1,2,3,5,11,0,0,0,1
1128,RHIDP-6850,,[release-1.6] RHIDP-6850: Add TechDocs subtitle,2025-05-01,0.0,1,1,3,3,6,1,2,3,5,11,0,0,0,1
1127,RHIDP-6146,13,[release-1.6] RHIDP-6146: Create developer-focused TechDocs content,2025-05-05,4.0,3,7,141,0,141,0,0,0,0,141,6,0,0,3
1126,RHIDP-6506,3,[release-1.6] RHIDP-6506: Modularize proc-rhdh-deploy-eks-operator.adoc,2025-05-01,0.0,1,3,12,8,20,0,0,0,0,20,1,0,0,1
1125,,,Updated versions for 1.6,2025-04-30,0.0,1,1,4,4,8,0,0,0,0,8,0,0,0,1
1124,RHIDP-5515,3,[release-1.5] RHIDP-5515: Document default PVC and Secret configuration update,2025-04-30,0.0,1,4,95,0,95,0,0,0,0,95,3,0,0,4
1123,RHIDP-5515,3,[release-1.6] RHIDP-5515: Document default PVC and Secret configuration update,2025-04-30,0.0,1,4,95,0,95,0,0,0,0,95,3,0,0,4
1122,RHIDP-6504,8,[release-1.5] RHIDP-6504: Modularize modules/dynamic-plugins/proc-topology-configure,2025-04-30,0.0,1,17,401,342,743,0,0,0,0,743,15,0,0,3
1121,RHIDP-6504,8,[release-1.6] RHIDP-6504: Modularize modules/dynamic-plugins/proc-topology-configure,2025-04-30,0.0,1,17,401,342,743,0,0,0,0,743,15,0,0,3
1120,RHIDP-6571,5,[release-1.6] RHIDP-6571 - remove configuring the base URL for Operator-based,2025-04-30,0.0,1,1,14,8,22,0,0,0,0,22,0,0,0,14
1119,RHIDP-6502,3,[release-1.6] RHIDP-6502 Modularize Overriding Core Backend Service Configuration,2025-04-30,0.0,1,3,101,102,203,0,0,0,0,203,1,0,0,5
1118,RHIDP-6507,5,[release-1.6] RHIDP-6507 - modularize _Monitoring and logging with AWS,2025-04-30,0.0,1,10,195,150,345,0,0,0,0,345,8,0,0,48
1117,RHIDP-6566,5,[release-1.6] RHIDP-6566: Rename Create with Self-service,2025-04-29,0.0,1,7,25,60,85,4,0,0,0,85,0,0,4,5
1116,RHIDP-6567,5,[release-1.6] RHIDP-6567: HA support for AKS,2025-04-29,0.0,1,1,11,3,14,0,0,0,0,14,0,0,0,2
1115,RHIDP-6570,8,[release-1.6] RHIDP-6570: Document the permission support to RBAC plugin,2025-04-29,0.0,1,3,181,1,182,0,0,0,0,182,1,0,0,5
1114,RHIDP-6508,3,[release-1.6] RHIDP-6508 - modularize _Supported ServiceNow custom actions_,2025-04-29,0.0,1,1,2,4,6,0,0,0,0,6,0,0,0,1
1113,RHIDP-6500,3,[release-1.5] RHIDP-6500: Modularize customizing the Tech Radar page,2025-04-29,0.0,1,5,84,75,159,0,0,0,0,159,3,0,0,2
1112,RHIDP-6500,3,[release-1.6] RHIDP-6500: Modularize customizing the Tech Radar page,2025-04-29,0.0,1,5,84,75,159,0,0,0,0,159,3,0,0,2
1111,RHIDP-6882,3,[release-1.6] RHIDP-6882 - RHBK authentication: sub claim OIDC resolver is default,2025-04-29,0.0,0,1,7,3,10,0,0,0,0,10,0,0,0,1
1110,RHIDP-5421,5,RHIDP-5421 - Document which plugins in RHDH have metrics,2025-05-13,14.6,4,1,58,0,58,0,0,0,0,58,1,0,0,12
1109,,,Manual cherrypick for Pr-1107,2025-04-28,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1108,,,[release-1.5] RHIDP:7239: Updated the reference for Adoption Insights,2025-04-28,0.0,1,1,1,1,2,0,0,0,0,2,0,0,0,1
1107,RHIDP-7239,1,RHIDP:7239: Updated the reference for Adoption Insights,2025-04-28,0.0,7,1,1,1,2,0,0,0,0,2,0,0,0,1
1106,,,Manual cherrypick for Pr-1060,2025-05-02,3.9,1,2,6,1,7,0,0,0,0,7,0,0,0,1
1105,RHIDP-6882,3,RHIDP-6882 - RHBK authentication: sub claim OIDC resolver is default,2025-04-29,1.1,3,1,7,3,10,0,0,0,0,10,0,0,0,1
1104,,,[release-1.5] RHDHPAI-735: Configuration info and other issues to fix,2025-04-28,0.0,1,4,26,21,47,0,0,0,0,47,0,0,0,7
1103,RHIDP-6525,2,[release-1.6] RHIDP-6525: Modularizing Customizing,2025-04-28,0.0,1,5,147,132,279,0,0,0,0,279,3,0,0,2
1102,RHIDP-6525,2,[release-1.5] RHIDP-6525: Modularizing Customizing,2025-04-28,0.0,0,5,147,132,279,0,0,0,0,279,3,0,0,2
1101,RHIDP-7038,,RHIDP-7038: Doc air-gapped installation on K8s platforms with Helm,2025-05-16,20.6,5,4,475,3,478,0,0,0,0,478,3,0,0,4
1100,RHIDP-6567,5,RHIDP-6567: HA support for AKS,2025-04-29,4.8,3,1,11,3,14,0,0,0,0,14,0,0,0,2
1099,RHIDP-6147,8,RHIDP-6147: Developer-focused content for Learning Paths,2025-05-13,18.7,5,4,30,1,31,0,0,0,0,31,2,0,0,3
1098,RHIDP-6145,8,RHIDP-6145: Added developer-focused content for software templates,2025-05-14,19.8,12,6,83,24,107,3,0,0,0,107,2,0,3,11
1097,RHIDP-6575,3,RHIDP-6575 - Promote RHDH-local to Dev preview status in RHDH Docs,2025-05-06,12.1,5,2,7,4,11,0,0,0,0,11,0,0,0,7
1096,RHIDP-6571,5,RHIDP-6571 - remove configuring the base URL for Operator-based,2025-04-30,6.1,2,1,14,8,22,0,0,0,0,22,0,0,0,13
1095,RHIDP-6217,2,[release-1.6] RHIDP-6217: Updates in Topology RBAC permissions,2025-04-24,0.0,1,2,47,4,51,0,0,0,0,51,0,0,0,1
1094,RHIDP-6144,13,RHIDP-6144: Developer-focused content for software catalogs,2025-05-14,20.0,5,9,231,0,231,0,0,0,0,231,8,0,0,10
1093,RHIDP-7076,2,[release-1.6] RHIDP-7076: Changing version number for RHBK,2025-04-23,0.0,1,3,5,10,15,0,0,0,0,15,0,0,0,3
1090,RHIDP-6508,3,RHIDP-6508 - modularize _Supported ServiceNow custom actions_,2025-04-29,7.0,3,1,2,4,6,0,0,0,0,6,0,0,0,1
1089,RHIDP-6507,5,RHIDP-6507 - modularize _Monitoring and logging with AWS,2025-04-30,7.8,5,10,195,150,345,0,0,0,0,345,8,0,0,48
1088,RHIDP-6499,3,[release-1.6] RHIDP-6499: Modularize Customizing the Learning Paths,2025-04-22,0.0,1,5,88,83,171,0,0,0,0,171,3,0,0,9
1087,RHIDP-6503,3,RHIDP-6503 - Modularize: Installing and configuring the Redis cache,2025-05-02,10.6,3,1,1,3,4,0,0,0,0,4,0,0,0,1
1086,RHIDP-6506,3,RHIDP-6506: Modularize proc-rhdh-deploy-eks-operator.adoc,2025-05-01,9.6,3,3,12,8,20,0,0,0,0,20,1,0,0,1
1085,RHIDP-6582,3,RHIDP-6582 - Dynamic Plugins - Update table of dynamic plugins for RHDH 1.6,2025-05-12,20.9,4,5,82,78,160,1,61,61,122,282,0,0,0,7
1084,RHIDP-6584,8,RHIDP-6584 - Document how users can install and configure plugins from Marketplace in RHDH,2025-05-13,22.1,7,2,61,2,63,4,0,0,0,63,1,0,4,16
1083,RHIDP-7076,2,RHIDP-7076: Changing version number for RHBK,2025-04-23,2.2,6,3,5,10,15,0,0,0,0,15,0,0,0,3
1082,RHIDP-6146,13,RHIDP-6146: Create developer-focused TechDocs content,2025-05-01,13.5,7,7,141,0,141,0,0,0,0,141,6,0,0,2
1081,RHIDP-6217,2,RHIDP-6217: Updates in Topology RBAC permissions,2025-04-24,6.8,3,2,47,4,51,0,0,0,0,51,0,0,0,1
1080,RHIDP-6423,3,[release-1.6] RHIDP-6423 Remove references to the custom auditor implementation,2025-04-16,0.0,1,6,4,101,105,0,0,0,0,105,0,0,0,1
1079,RHIDP-6570,8,RHIDP-6570: Document the permission support to RBAC plugin,2025-04-29,12.9,3,3,181,1,182,0,0,0,0,182,1,0,0,5
1078,RHDHBUGS-232,2,RHDHBUGS-232: Changes to RHDH 1.5 release notes,2025-04-23,7.1,2,1,3,3,6,0,0,0,0,6,0,0,0,4
1077,RHIDP-6566,5,RHIDP-6566: Rename Create with Self-service,2025-04-29,14.0,3,7,25,60,85,4,0,0,0,85,0,0,4,4
1076,RHIDP-6970,1,[release-1.4] RHIDP-6970: Fix headings in Customizing doc,2025-04-14,0.0,1,3,7,11,18,0,0,0,0,18,0,0,0,1
1075,RHIDP-6970,1,[release-1.6] RHIDP-6970: Fix headings in Customizing doc,2025-04-14,0.0,0,3,7,11,18,0,0,0,0,18,0,0,0,1
1074,RHIDP-6970,1,[release-1.5] RHIDP-6970: Fix headings in Customizing doc,2025-04-14,0.0,1,3,7,11,18,0,0,0,0,18,0,0,0,1
1073,RHIDP-6502,3,RHIDP-6502 Modularize Overriding Core Backend Service Configuration,2025-04-30,16.1,3,3,101,102,203,0,0,0,0,203,1,0,0,5
1072,RHIDP-6850,,RHIDP-6850: Add TechDocs subtitle,2025-05-01,19.4,7,1,3,3,6,1,2,3,5,11,0,0,0,1
1071,RHIDP-6970,1,RHIDP-6970: Fix headings in Customizing doc,2025-04-14,2.7,6,3,7,11,18,0,0,0,0,18,0,0,0,1
1070,RHIDP-6568,5,RHIDP-6568: Create RHDH Metadata card customization content,2025-05-12,30.7,4,2,37,0,37,0,0,0,0,37,1,0,0,5
1069,RHIDP-6500,3,RHIDP-6500: Modularize customizing the Tech Radar page,2025-04-29,18.9,5,5,84,75,159,0,0,0,0,159,3,0,0,2
1068,RHIDP-6499,3,RHIDP-6499: Modularize Customizing the Learning Paths,2025-04-22,11.8,4,5,88,83,171,0,0,0,0,171,3,0,0,9
1067,RHIDP-5515,3,RHIDP-5515: Document default PVC and Secret configuration update,2025-04-30,20.9,5,4,95,0,95,0,0,0,0,95,3,0,0,4
1065,RHIDP-6504,8,RHIDP-6504: Modularize modules/dynamic-plugins/proc-topology-configure,2025-04-30,21.5,5,17,401,342,743,0,0,0,0,743,15,0,0,3
1064,RHIDP-6760,1,RHIDP-6760: Incorrect link in Customizing RHDH Title,2025-04-16,7.8,3,1,1,1,2,0,0,0,0,2,0,0,0,1
1063,RHIDP-6423,3,RHIDP-6423 Remove references to the custom auditor implementation,2025-04-16,8.0,5,6,4,101,105,0,0,0,0,105,0,0,0,1
1062,RHIDP-6149,1,[release-1.6] RHIDP-6149: Supported platform list in installation docs,2025-04-08,0.0,1,1,1,7,8,0,0,0,0,8,0,0,0,2
1061,RHIDP-6149,1,[release-1.5] RHIDP-6149: Supported platform list in installation docs,2025-04-08,0.0,1,1,1,7,8,0,0,0,0,8,0,0,0,2
1060,,,RHDHPAI-735: Configuration info and other issues to fix,2025-04-28,19.9,10,4,26,21,47,0,0,0,0,47,0,0,0,7
1059,RHIDP-6358,,RHIDP-6358: Added fixed security issues for 1.4.3,2025-04-07,0.0,1,3,16,0,16,2,3,0,3,19,1,0,0,1
1058,RHIDP-6000,,chore: remove obsolete security RN files [release-1.6] (RHIDP-6000),2025-04-22,14.8,2,5,6,39,45,3,0,70,70,115,0,0,0,1
1057,RHIDP-6000,,chore: remove obsolete security RN files [main] (RHIDP-6000),2025-04-22,14.8,2,5,6,39,45,3,0,70,70,115,0,0,0,1
1056,RHIDP-6525,2,RHIDP-6525: Modularizing Customizing,2025-04-28,20.8,6,5,147,132,279,0,0,0,0,279,3,0,0,2
1055,RHIDP-5585,1,RHIDP-5585: fix attribute in 1.4,2025-04-08,1.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1054,RHIDP-6149,1,RHIDP-6149: Supported platform list in installation docs,2025-04-08,1.0,7,1,1,7,8,0,0,0,0,8,0,0,0,2
1053,RHIDP-6845,1,RHIDP-6845: Move dangerouslyAllowSignInWithoutUserInCatalog from Deprecated to Breaking changes section,2025-04-08,0.9,4,2,9,10,19,0,0,0,0,19,1,0,0,4
1052,RHIDP-5483,1,RHIDP-5483: Update Authorization Preface,2025-05-01,27.4,8,3,8,18,26,0,0,0,0,26,0,0,0,3
1051,,,chore: tagRelease.sh: bump to 1.4.3 in release-1.4 branch,2025-04-03,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1050,RHIDP-5604,5,[release-1.6] RHIDP-5604 Configuring entity tab titles and entity detail tab layout,2025-04-03,0.0,1,3,98,0,98,0,0,0,0,98,3,0,0,18
1049,RHIDP-5604,5,[release-1.5] RHIDP-5604 Configuring entity tab titles and entity detail tab layout,2025-04-03,0.0,1,3,98,0,98,0,0,0,0,98,3,0,0,18
1048,RHIDP-3504,2,[release-1.6] RHIDP-3504: Update the doc on changing RHDH logo,2025-04-03,0.0,1,1,18,2,20,0,0,0,0,20,0,0,0,4
1047,RHIDP-3504,2,[release-1.5] RHIDP-3504: Update the doc on changing RHDH logo,2025-04-03,0.0,1,1,18,2,20,0,0,0,0,20,0,0,0,4
1046,RHIDP-3504,2,[release-1.4] RHIDP-3504: Update the doc on changing RHDH logo,2025-04-03,0.0,1,1,18,2,20,0,0,0,0,20,0,0,0,4
1045,RHIDP-6667,1,[release-1.6] RHIDP-6667: Update TechDocs add-ons doc,2025-04-03,0.0,1,2,4,2,6,0,0,0,0,6,0,0,0,2
1044,RHIDP-6667,1,[release-1.5] RHIDP-6667: Update TechDocs add-ons doc,2025-04-02,0.0,1,2,4,2,6,0,0,0,0,6,0,0,0,2
1043,,,[release-1.5] RHDHPAI-720: Minor comment,2025-04-02,0.0,1,1,2,2,4,4,0,0,0,4,0,0,4,2
1042,,,RHDHPAI-720: Minor comment,2025-04-02,0.1,4,1,2,2,4,4,0,0,0,4,0,0,4,2
1041,,,[release-1.5] RHDHPAI-720: Adding more info to the app-config-dynamic.yaml file in the install section,2025-04-01,0.0,1,1,16,7,23,0,0,0,0,23,0,0,0,4
1040,RHIDP-5058,1,RHIDP-5058: Update documentation references to the Ansible BU supported plug-ins,2025-04-16,15.1,4,2,4,1,5,0,0,0,0,5,0,0,0,2
1039,RHIDP-6550,,[release-1.4] RHIDP-6550 Update URL for Ansible plug-ins docs,2025-04-01,0.0,1,1,1,12,13,0,0,0,0,13,0,0,0,1
1038,RHIDP-6550,,[release-1.5] RHIDP-6550 Update URL for Ansible plug-ins docs,2025-04-01,0.0,1,1,1,12,13,0,0,0,0,13,0,0,0,1
1037,RHIDP-6560,1,[release-1.4] RHIDP-6560: Fix unterminated open blocks,2025-04-01,0.0,0,2,1,3,4,0,0,0,0,4,0,0,0,2
1036,RHIDP-6560,1,[release-1.5] RHIDP-6560: Fix unterminated open blocks,2025-04-01,0.0,0,2,1,3,4,0,0,0,0,4,0,0,0,2
1035,RHIDP-5975,3,[release-1.5] RHIDP-5975 document the `includeTransitiveGroupOwnership` option,2025-04-01,0.0,1,3,24,0,24,0,0,0,0,24,1,0,0,11
1034,RHIDP-5653,5,RHIDP-5653: Reorganize Segment/Telemetry instructions into its own category,2025-05-05,34.8,13,14,79,69,148,0,0,0,0,148,3,0,0,7
1033,RHIDP-3504,2,RHIDP-3504: Update the doc on changing RHDH logo,2025-04-03,2.8,10,1,18,2,20,0,0,0,0,20,0,0,0,4
1032,RHIDP-4743,2,RHIDP-4743: Fixed links post-ga,2025-03-28,0.0,1,1,3,3,6,0,0,0,0,6,0,0,0,1
1031,RHIDP-6674,1,[release-1.5] RHIDP-6674: Add screenshots to the Insights plugin docs,2025-03-28,0.0,1,4,11,3,14,4,0,0,0,14,0,0,4,1
1030,RHIDP-6675,3,RHIDP-6675: Added screenshots to Extensions chapter (#1029),2025-03-28,0.0,2,3,10,2,12,3,0,0,0,12,0,0,3,1
1029,RHIDP-6675,3,RHIDP-6675: Added screenshots to Extensions chapter,2025-03-28,0.0,4,3,10,2,12,3,0,0,0,12,0,0,3,3
1028,RHIDP-6674,1,RHIDP-6674: Add screenshots to the Insights plugin docs,2025-03-28,0.1,3,4,11,3,14,4,0,0,0,14,0,0,4,1
1027,,,chore: tagRelease.sh: bump to 1.5.1 in release-1.5 branch,2025-03-27,0.0,1,1,2,2,4,0,0,0,0,4,0,0,0,1
1026,RHIDP-6667,1,RHIDP-6667: Update TechDocs add-ons doc,2025-04-02,5.7,6,2,4,2,6,0,0,0,0,6,0,0,0,2
1025,,,RHDHPAI-720: Adding more info to the app-config-dynamic.yaml file in the install section,2025-04-01,5.1,4,1,16,7,23,0,0,0,0,23,0,0,0,4
1023,,,RHDHPAI-510: Adoption insights DP feature in 1.5 RNs,2025-03-27,0.6,2,2,38,0,38,0,0,0,0,38,1,0,0,3
